converged_threshold,timestamp,final_layer,name,acc,total_time,total_trainable_params,transmission_time,transmission_volume,transmission_volume_readable,transmission_volume_history,total_time_history,transmission_time_history
0.05,182037,11,"GF w/o Opportunistic (0.05)","[0.5558, 0.574, 0.597, 0.6062, 0.6145, 0.6133, 0.6221, 0.638, 0.6363, 0.6620999999999999, 0.6596, 0.6718000000000001, 0.6816, 0.687, 0.6936, 0.6995999999999999, 0.7094, 0.7004, 0.7103, 0.7195, 0.7249, 0.7184999999999999, 0.7284, 0.7276, 0.7337, 0.7333, 0.7329000000000001, 0.7389, 0.7368000000000001, 0.7401000000000001, 0.7434999999999999, 0.747, 0.7483, 0.7531, 0.7579, 0.7528, 0.7531, 0.7570999999999999, 0.7578, 0.7568, 0.7513, 0.7532, 0.7626999999999999, 0.7598999999999999, 0.762, 0.759, 0.7594, 0.7620999999999999, 0.7603, 0.7648, 0.7658, 0.7659999999999999, 0.7666, 0.7683, 0.7654000000000001, 0.7668, 0.7652, 0.7672, 0.7696, 0.7716, 0.7665000000000001, 0.7659, 0.7701, 0.7686, 0.7692, 0.7659999999999999, 0.7713, 0.7701, 0.7678, 0.7726999999999999, 0.7709999999999999, 0.7728, 0.7706000000000001, 0.7686, 0.772, 0.7685, 0.7696999999999999, 0.7718, 0.7701, 0.7726999999999999, 0.7704000000000001, 0.768, 0.7711, 0.7711, 0.7707999999999999]",0:16:08.301380,1161423610,0:11:50.190182,37165555520,4.3266 GB,"[514756160, 1029512320, 1544268480, 2059024640, 2573780800, 3088536960, 3603293120, 4118049280, 4632400960, 5146752640, 5661104320, 6175456000, 6689807680, 7204159360, 7718511040, 8231398400, 8744285760, 9257173120, 9770060480, 10282947840, 10795835200, 11308722560, 11818722240, 12328721920, 12838721600, 13348721280, 13858720960, 14368720640, 14878720320, 15383169920, 15887619520, 16392069120, 16896518720, 17400968320, 17905417920, 18409867520, 18903298880, 19396730240, 19890161600, 20383592960, 20877024320, 21370455680, 21863887040, 22335732480, 22807577920, 23279423360, 23751268800, 24223114240, 24694959680, 25166805120, 25595642560, 26024480000, 26453317440, 26882154880, 27310992320, 27739829760, 28168667200, 28554496640, 28940326080, 29326155520, 29711984960, 30097814400, 30483643840, 30869473280, 31212294720, 31555116160, 31897937600, 32240759040, 32583580480, 32926401920, 33269223360, 33569036800, 33868850240, 34168663680, 34468477120, 34768290560, 35068104000, 35367917440, 35624722880, 35881528320, 36138333760, 36395139200, 36651944640, 36908750080, 37165555520]","[datetime.timedelta(0, 13, 500290), datetime.timedelta(0, 22, 329426), datetime.timedelta(0, 38, 153003), datetime.timedelta(0, 50, 876481), datetime.timedelta(0, 61, 918731), datetime.timedelta(0, 77, 79986), datetime.timedelta(0, 89, 150107), datetime.timedelta(0, 102, 703356), datetime.timedelta(0, 117, 467810), datetime.timedelta(0, 134, 145878), datetime.timedelta(0, 149, 189675), datetime.timedelta(0, 161, 772018), datetime.timedelta(0, 172, 840644), datetime.timedelta(0, 187, 284433), datetime.timedelta(0, 201, 823552), datetime.timedelta(0, 215, 242744), datetime.timedelta(0, 230, 332472), datetime.timedelta(0, 244, 604825), datetime.timedelta(0, 256, 818476), datetime.timedelta(0, 271, 700431), datetime.timedelta(0, 286, 69551), datetime.timedelta(0, 297, 307472), datetime.timedelta(0, 307, 662389), datetime.timedelta(0, 320, 450354), datetime.timedelta(0, 334, 467983), datetime.timedelta(0, 348, 341251), datetime.timedelta(0, 362, 588648), datetime.timedelta(0, 372, 799827), datetime.timedelta(0, 389, 726837), datetime.timedelta(0, 406, 8460), datetime.timedelta(0, 415, 372472), datetime.timedelta(0, 427, 884560), datetime.timedelta(0, 438, 212563), datetime.timedelta(0, 450, 472066), datetime.timedelta(0, 462, 878461), datetime.timedelta(0, 474, 446102), datetime.timedelta(0, 485, 127558), datetime.timedelta(0, 498, 807199), datetime.timedelta(0, 508, 504679), datetime.timedelta(0, 517, 712241), datetime.timedelta(0, 532, 129848), datetime.timedelta(0, 546, 544919), datetime.timedelta(0, 553, 932898), datetime.timedelta(0, 564, 311533), datetime.timedelta(0, 574, 680454), datetime.timedelta(0, 590, 75125), datetime.timedelta(0, 602, 441469), datetime.timedelta(0, 616, 691526), datetime.timedelta(0, 629, 152152), datetime.timedelta(0, 638, 103557), datetime.timedelta(0, 649, 510356), datetime.timedelta(0, 658, 50182), datetime.timedelta(0, 665, 575889), datetime.timedelta(0, 678, 145137), datetime.timedelta(0, 691, 269685), datetime.timedelta(0, 702, 453067), datetime.timedelta(0, 716, 333760), datetime.timedelta(0, 727, 712121), datetime.timedelta(0, 740, 337642), datetime.timedelta(0, 749, 779153), datetime.timedelta(0, 759, 715227), datetime.timedelta(0, 768, 273249), datetime.timedelta(0, 779, 460515), datetime.timedelta(0, 790, 904853), datetime.timedelta(0, 797, 958335), datetime.timedelta(0, 806, 579705), datetime.timedelta(0, 818, 551155), datetime.timedelta(0, 826, 229051), datetime.timedelta(0, 835, 273078), datetime.timedelta(0, 846, 749600), datetime.timedelta(0, 855, 424870), datetime.timedelta(0, 864, 836783), datetime.timedelta(0, 873, 151381), datetime.timedelta(0, 882, 351223), datetime.timedelta(0, 891, 374590), datetime.timedelta(0, 900, 115832), datetime.timedelta(0, 907, 241480), datetime.timedelta(0, 913, 755489), datetime.timedelta(0, 919, 733976), datetime.timedelta(0, 927, 41106), datetime.timedelta(0, 934, 737082), datetime.timedelta(0, 942, 842333), datetime.timedelta(0, 952, 496669), datetime.timedelta(0, 960, 47403), datetime.timedelta(0, 968, 301380)]","[datetime.timedelta(0, 9, 166684), datetime.timedelta(0, 14, 686636), datetime.timedelta(0, 27, 26342), datetime.timedelta(0, 36, 463975), datetime.timedelta(0, 43, 875664), datetime.timedelta(0, 55, 856485), datetime.timedelta(0, 64, 766785), datetime.timedelta(0, 75, 84476), datetime.timedelta(0, 86, 690588), datetime.timedelta(0, 100, 209662), datetime.timedelta(0, 112, 25566), datetime.timedelta(0, 121, 445034), datetime.timedelta(0, 129, 352556), datetime.timedelta(0, 140, 560893), datetime.timedelta(0, 151, 932400), datetime.timedelta(0, 162, 196180), datetime.timedelta(0, 174, 57536), datetime.timedelta(0, 185, 171222), datetime.timedelta(0, 194, 230165), datetime.timedelta(0, 205, 891830), datetime.timedelta(0, 217, 102335), datetime.timedelta(0, 225, 183902), datetime.timedelta(0, 232, 314790), datetime.timedelta(0, 241, 946554), datetime.timedelta(0, 252, 812993), datetime.timedelta(0, 263, 474424), datetime.timedelta(0, 274, 566952), datetime.timedelta(0, 281, 625462), datetime.timedelta(0, 295, 339844), datetime.timedelta(0, 308, 528786), datetime.timedelta(0, 314, 822944), datetime.timedelta(0, 324, 226541), datetime.timedelta(0, 331, 468099), datetime.timedelta(0, 340, 674666), datetime.timedelta(0, 349, 919452), datetime.timedelta(0, 358, 391028), datetime.timedelta(0, 365, 931907), datetime.timedelta(0, 376, 615694), datetime.timedelta(0, 383, 332841), datetime.timedelta(0, 389, 564097), datetime.timedelta(0, 401, 21441), datetime.timedelta(0, 412, 473049), datetime.timedelta(0, 416, 905104), datetime.timedelta(0, 424, 375965), datetime.timedelta(0, 431, 744049), datetime.timedelta(0, 444, 226799), datetime.timedelta(0, 453, 685162), datetime.timedelta(0, 464, 962887), datetime.timedelta(0, 474, 509528), datetime.timedelta(0, 480, 546173), datetime.timedelta(0, 489, 19918), datetime.timedelta(0, 494, 684196), datetime.timedelta(0, 499, 342160), datetime.timedelta(0, 508, 993843), datetime.timedelta(0, 519, 256152), datetime.timedelta(0, 527, 280775), datetime.timedelta(0, 537, 928374), datetime.timedelta(0, 546, 154167), datetime.timedelta(0, 555, 626370), datetime.timedelta(0, 561, 914616), datetime.timedelta(0, 568, 696525), datetime.timedelta(0, 574, 100081), datetime.timedelta(0, 582, 134611), datetime.timedelta(0, 590, 423962), datetime.timedelta(0, 594, 477502), datetime.timedelta(0, 600, 181765), datetime.timedelta(0, 609, 149515), datetime.timedelta(0, 614, 66325), datetime.timedelta(0, 620, 346933), datetime.timedelta(0, 628, 829765), datetime.timedelta(0, 634, 586987), datetime.timedelta(0, 641, 307275), datetime.timedelta(0, 646, 893922), datetime.timedelta(0, 653, 423124), datetime.timedelta(0, 659, 762956), datetime.timedelta(0, 665, 772254), datetime.timedelta(0, 670, 211990), datetime.timedelta(0, 674, 38290), datetime.timedelta(0, 677, 383830), datetime.timedelta(0, 682, 59752), datetime.timedelta(0, 687, 135438), datetime.timedelta(0, 692, 626955), datetime.timedelta(0, 699, 649939), datetime.timedelta(0, 704, 562144), datetime.timedelta(0, 710, 190182)]"
0.03,182100,11,"GF w/o Opportunistic (0.03)","[0.5548, 0.5821999999999999, 0.5829, 0.5998, 0.5912, 0.6093999999999999, 0.6158, 0.6359, 0.6212, 0.6394, 0.6604000000000001, 0.6653, 0.6705, 0.6729, 0.6867, 0.7003, 0.6957, 0.7031000000000001, 0.7062999999999999, 0.6993, 0.7191, 0.7169, 0.7179000000000001, 0.7169, 0.7343999999999999, 0.7376, 0.7383, 0.7406, 0.7372, 0.7433, 0.7462000000000001, 0.7424, 0.7452, 0.7556, 0.7537999999999999, 0.7351000000000001, 0.7492, 0.7526999999999999, 0.7564, 0.7554000000000001, 0.7612000000000001, 0.7595000000000001, 0.7625, 0.7582, 0.7593000000000001, 0.7629, 0.7646, 0.7626000000000001, 0.7646999999999999, 0.7648999999999999, 0.7592, 0.7634000000000001, 0.7648, 0.7654000000000001, 0.7675, 0.7674, 0.7659, 0.7651, 0.767, 0.7675, 0.7698, 0.7698, 0.7681, 0.7683, 0.7703, 0.7715000000000001, 0.769, 0.7689, 0.7668, 0.7653, 0.7683, 0.7707999999999999, 0.7645000000000001, 0.7683, 0.7716, 0.7687999999999999, 0.7693000000000001, 0.7684000000000001, 0.7686, 0.7709999999999999, 0.769, 0.7695000000000001, 0.7713, 0.7683, 0.7687999999999999]",0:16:08.050276,1169484570,0:11:55.668690,37423506240,4.3567 GB,"[514756160, 1029512320, 1544268480, 2059024640, 2573780800, 3088536960, 3603293120, 4118049280, 4632805440, 5147157120, 5661508800, 6175860480, 6690212160, 7204563840, 7718915520, 8233267200, 8746154560, 9259041920, 9771929280, 10284816640, 10797704000, 11310591360, 11823478720, 12333478400, 12843478080, 13353477760, 13863477440, 14373477120, 14883476800, 15393476480, 15897926080, 16402375680, 16906825280, 17411274880, 17915724480, 18420174080, 18924623680, 19418055040, 19911486400, 20404917760, 20898349120, 21391780480, 21885211840, 22378643200, 22850488640, 23322334080, 23794179520, 24266024960, 24737870400, 25209715840, 25681561280, 26110398720, 26539236160, 26968073600, 27396911040, 27825748480, 28254585920, 28683423360, 29069252800, 29455082240, 29840911680, 30226741120, 30612570560, 30998400000, 31384229440, 31727050880, 32069872320, 32412693760, 32755515200, 33098336640, 33441158080, 33783979520, 34083792960, 34383606400, 34683419840, 34983233280, 35283046720, 35582860160, 35882673600, 36139479040, 36396284480, 36653089920, 36909895360, 37166700800, 37423506240]","[datetime.timedelta(0, 14, 479898), datetime.timedelta(0, 30, 964540), datetime.timedelta(0, 45, 489221), datetime.timedelta(0, 54, 994796), datetime.timedelta(0, 69, 999080), datetime.timedelta(0, 79, 498671), datetime.timedelta(0, 93, 855422), datetime.timedelta(0, 103, 684337), datetime.timedelta(0, 117, 104404), datetime.timedelta(0, 129, 192859), datetime.timedelta(0, 140, 301376), datetime.timedelta(0, 155, 816254), datetime.timedelta(0, 166, 231819), datetime.timedelta(0, 179, 461888), datetime.timedelta(0, 193, 680591), datetime.timedelta(0, 203, 613595), datetime.timedelta(0, 218, 237907), datetime.timedelta(0, 230, 981218), datetime.timedelta(0, 241, 537866), datetime.timedelta(0, 251, 555015), datetime.timedelta(0, 264, 82774), datetime.timedelta(0, 279, 336043), datetime.timedelta(0, 292, 142025), datetime.timedelta(0, 307, 122349), datetime.timedelta(0, 321, 381826), datetime.timedelta(0, 335, 569387), datetime.timedelta(0, 350, 82386), datetime.timedelta(0, 361, 594588), datetime.timedelta(0, 374, 804377), datetime.timedelta(0, 385, 476809), datetime.timedelta(0, 398, 442535), datetime.timedelta(0, 411, 415435), datetime.timedelta(0, 423, 544885), datetime.timedelta(0, 437, 385017), datetime.timedelta(0, 448, 222037), datetime.timedelta(0, 460, 859568), datetime.timedelta(0, 473, 170700), datetime.timedelta(0, 483, 766135), datetime.timedelta(0, 496, 979216), datetime.timedelta(0, 508, 326243), datetime.timedelta(0, 520, 820997), datetime.timedelta(0, 530, 734555), datetime.timedelta(0, 541, 749201), datetime.timedelta(0, 555, 85375), datetime.timedelta(0, 568, 147586), datetime.timedelta(0, 580, 100356), datetime.timedelta(0, 592, 472274), datetime.timedelta(0, 602, 538811), datetime.timedelta(0, 613, 954613), datetime.timedelta(0, 628, 358129), datetime.timedelta(0, 640, 933589), datetime.timedelta(0, 654, 62941), datetime.timedelta(0, 663, 708358), datetime.timedelta(0, 678, 480015), datetime.timedelta(0, 691, 737932), datetime.timedelta(0, 703, 273642), datetime.timedelta(0, 715, 931019), datetime.timedelta(0, 728, 496569), datetime.timedelta(0, 740, 176678), datetime.timedelta(0, 749, 532956), datetime.timedelta(0, 759, 279091), datetime.timedelta(0, 767, 102416), datetime.timedelta(0, 778, 17837), datetime.timedelta(0, 784, 601742), datetime.timedelta(0, 796, 959181), datetime.timedelta(0, 804, 303769), datetime.timedelta(0, 815, 42031), datetime.timedelta(0, 821, 980412), datetime.timedelta(0, 833, 400700), datetime.timedelta(0, 843, 549308), datetime.timedelta(0, 855, 572307), datetime.timedelta(0, 866, 434237), datetime.timedelta(0, 873, 546978), datetime.timedelta(0, 881, 660749), datetime.timedelta(0, 891, 245725), datetime.timedelta(0, 898, 284523), datetime.timedelta(0, 906, 88234), datetime.timedelta(0, 913, 439205), datetime.timedelta(0, 923, 604161), datetime.timedelta(0, 933, 606890), datetime.timedelta(0, 939, 153566), datetime.timedelta(0, 945, 255038), datetime.timedelta(0, 952, 436608), datetime.timedelta(0, 960, 760907), datetime.timedelta(0, 968, 50276)]","[datetime.timedelta(0, 10, 155037), datetime.timedelta(0, 23, 379596), datetime.timedelta(0, 34, 534888), datetime.timedelta(0, 40, 703722), datetime.timedelta(0, 52, 453997), datetime.timedelta(0, 58, 763574), datetime.timedelta(0, 69, 959273), datetime.timedelta(0, 76, 626563), datetime.timedelta(0, 86, 882356), datetime.timedelta(0, 95, 811195), datetime.timedelta(0, 103, 761362), datetime.timedelta(0, 116, 117272), datetime.timedelta(0, 123, 374456), datetime.timedelta(0, 133, 379455), datetime.timedelta(0, 144, 438872), datetime.timedelta(0, 151, 137094), datetime.timedelta(0, 162, 604255), datetime.timedelta(0, 172, 191581), datetime.timedelta(0, 179, 593199), datetime.timedelta(0, 186, 452379), datetime.timedelta(0, 195, 825646), datetime.timedelta(0, 207, 923296), datetime.timedelta(0, 217, 572840), datetime.timedelta(0, 229, 400074), datetime.timedelta(0, 240, 508023), datetime.timedelta(0, 251, 550761), datetime.timedelta(0, 262, 909228), datetime.timedelta(0, 271, 269736), datetime.timedelta(0, 281, 327507), datetime.timedelta(0, 288, 847948), datetime.timedelta(0, 298, 755352), datetime.timedelta(0, 308, 570455), datetime.timedelta(0, 317, 666164), datetime.timedelta(0, 328, 448179), datetime.timedelta(0, 336, 204374), datetime.timedelta(0, 345, 816630), datetime.timedelta(0, 354, 989370), datetime.timedelta(0, 362, 587641), datetime.timedelta(0, 372, 876738), datetime.timedelta(0, 381, 291829), datetime.timedelta(0, 390, 784226), datetime.timedelta(0, 397, 738223), datetime.timedelta(0, 405, 796052), datetime.timedelta(0, 416, 121319), datetime.timedelta(0, 426, 290630), datetime.timedelta(0, 435, 349939), datetime.timedelta(0, 444, 830449), datetime.timedelta(0, 452, 4105), datetime.timedelta(0, 460, 527050), datetime.timedelta(0, 472, 24069), datetime.timedelta(0, 481, 709637), datetime.timedelta(0, 492, 15167), datetime.timedelta(0, 498, 841388), datetime.timedelta(0, 510, 776181), datetime.timedelta(0, 521, 191712), datetime.timedelta(0, 529, 886564), datetime.timedelta(0, 539, 716767), datetime.timedelta(0, 549, 440401), datetime.timedelta(0, 558, 344924), datetime.timedelta(0, 564, 869543), datetime.timedelta(0, 571, 842867), datetime.timedelta(0, 576, 896760), datetime.timedelta(0, 584, 965213), datetime.timedelta(0, 588, 780313), datetime.timedelta(0, 598, 363729), datetime.timedelta(0, 602, 908096), datetime.timedelta(0, 610, 910533), datetime.timedelta(0, 615, 106644), datetime.timedelta(0, 623, 706110), datetime.timedelta(0, 631, 112840), datetime.timedelta(0, 640, 413803), datetime.timedelta(0, 648, 547799), datetime.timedelta(0, 652, 989548), datetime.timedelta(0, 658, 421099), datetime.timedelta(0, 665, 329803), datetime.timedelta(0, 669, 703711), datetime.timedelta(0, 674, 851603), datetime.timedelta(0, 679, 543231), datetime.timedelta(0, 687, 10538), datetime.timedelta(0, 694, 425003), datetime.timedelta(0, 697, 365771), datetime.timedelta(0, 700, 778791), datetime.timedelta(0, 705, 347736), datetime.timedelta(0, 711, 56227), datetime.timedelta(0, 715, 668690)]"
0.01,182152,2,"GF w/o Opportunistic (0.01)","[0.5582, 0.5665, 0.6014, 0.6103000000000001, 0.6099, 0.6164000000000001, 0.6241, 0.6227, 0.6517000000000001, 0.6416, 0.6659, 0.6693000000000001, 0.6812, 0.6607999999999999, 0.6914, 0.6987000000000001, 0.7025, 0.7067, 0.7158, 0.7212999999999999, 0.7273000000000001, 0.7282, 0.7334, 0.7345999999999999, 0.7398, 0.7424, 0.746, 0.7429000000000001, 0.7547, 0.7528, 0.7608, 0.7626000000000001, 0.7636, 0.7784, 0.7686, 0.7739, 0.7722, 0.769, 0.7767000000000001, 0.784, 0.7792, 0.7877, 0.7766, 0.7803, 0.7867000000000001, 0.7966, 0.8009000000000001, 0.7922, 0.7895, 0.7990999999999999, 0.8073, 0.7906, 0.7990999999999999, 0.8073, 0.7993000000000001, 0.8020999999999999, 0.8085, 0.8075, 0.8061, 0.8051, 0.8105, 0.8136, 0.7968999999999999, 0.8088, 0.8123, 0.8099, 0.8126000000000001, 0.8142, 0.8085, 0.8165, 0.8168000000000001, 0.8167, 0.8208, 0.8212999999999999, 0.8193, 0.8294, 0.8255, 0.8181999999999999, 0.8170000000000001, 0.8271, 0.8269, 0.8177, 0.8261, 0.8266, 0.8264]",0:18:21.540783,1367073050,0:13:50.969788,43746337600,5.0927 GB,"[514756160, 1029512320, 1544268480, 2059024640, 2573780800, 3088536960, 3603293120, 4118049280, 4632805440, 5147561600, 5662317760, 6177073920, 6691830080, 7206586240, 7721342400, 8236098560, 8750854720, 9265610880, 9780367040, 10295123200, 10809879360, 11324635520, 11839391680, 12354147840, 12868904000, 13383660160, 13898416320, 14413172480, 14927928640, 15442684800, 15957440960, 16472197120, 16986953280, 17501709440, 18016465600, 18531221760, 19045977920, 19560734080, 20075490240, 20590246400, 21105002560, 21619758720, 22134514880, 22649271040, 23164027200, 23678783360, 24193539520, 24708295680, 25223051840, 25737808000, 26252564160, 26767320320, 27282076480, 27796832640, 28311588800, 28826344960, 29341101120, 29855857280, 30370613440, 30885369600, 31400125760, 31914881920, 32429638080, 32944394240, 33459150400, 33973906560, 34488662720, 35003418880, 35518175040, 36032526720, 36546878400, 37061230080, 37575581760, 38089933440, 38604285120, 39118636800, 39632988480, 40147340160, 40661691840, 41176043520, 41690395200, 42204746880, 42719098560, 43233450240, 43746337600]","[datetime.timedelta(0, 15, 96246), datetime.timedelta(0, 29, 58141), datetime.timedelta(0, 43, 436666), datetime.timedelta(0, 54, 566303), datetime.timedelta(0, 68, 481662), datetime.timedelta(0, 84, 607539), datetime.timedelta(0, 98, 709419), datetime.timedelta(0, 110, 563515), datetime.timedelta(0, 123, 745600), datetime.timedelta(0, 137, 564792), datetime.timedelta(0, 150, 833364), datetime.timedelta(0, 163, 311225), datetime.timedelta(0, 176, 794643), datetime.timedelta(0, 192, 686214), datetime.timedelta(0, 204, 697272), datetime.timedelta(0, 215, 46539), datetime.timedelta(0, 228, 758599), datetime.timedelta(0, 241, 912871), datetime.timedelta(0, 258, 7614), datetime.timedelta(0, 267, 678886), datetime.timedelta(0, 282, 533024), datetime.timedelta(0, 298, 318834), datetime.timedelta(0, 313, 153358), datetime.timedelta(0, 330, 42733), datetime.timedelta(0, 341, 545334), datetime.timedelta(0, 357, 867880), datetime.timedelta(0, 373, 303626), datetime.timedelta(0, 388, 9199), datetime.timedelta(0, 399, 494788), datetime.timedelta(0, 413, 596722), datetime.timedelta(0, 429, 707397), datetime.timedelta(0, 446, 779182), datetime.timedelta(0, 460, 141306), datetime.timedelta(0, 471, 178818), datetime.timedelta(0, 481, 684108), datetime.timedelta(0, 492, 279545), datetime.timedelta(0, 502, 344880), datetime.timedelta(0, 515, 951676), datetime.timedelta(0, 525, 356942), datetime.timedelta(0, 535, 345690), datetime.timedelta(0, 548, 902975), datetime.timedelta(0, 560, 305344), datetime.timedelta(0, 571, 790539), datetime.timedelta(0, 581, 208360), datetime.timedelta(0, 592, 499115), datetime.timedelta(0, 606, 216107), datetime.timedelta(0, 621, 165456), datetime.timedelta(0, 631, 691990), datetime.timedelta(0, 642, 274480), datetime.timedelta(0, 653, 607973), datetime.timedelta(0, 662, 755627), datetime.timedelta(0, 674, 394739), datetime.timedelta(0, 686, 348086), datetime.timedelta(0, 701, 153205), datetime.timedelta(0, 713, 143859), datetime.timedelta(0, 724, 349944), datetime.timedelta(0, 737, 481438), datetime.timedelta(0, 747, 295089), datetime.timedelta(0, 762, 648060), datetime.timedelta(0, 777, 860509), datetime.timedelta(0, 792, 527920), datetime.timedelta(0, 803, 227464), datetime.timedelta(0, 820, 387703), datetime.timedelta(0, 833, 849693), datetime.timedelta(0, 843, 588150), datetime.timedelta(0, 858, 110775), datetime.timedelta(0, 868, 439241), datetime.timedelta(0, 884, 252988), datetime.timedelta(0, 893, 947707), datetime.timedelta(0, 910, 324501), datetime.timedelta(0, 924, 926004), datetime.timedelta(0, 938, 646852), datetime.timedelta(0, 952, 940394), datetime.timedelta(0, 967, 253569), datetime.timedelta(0, 977, 83226), datetime.timedelta(0, 993, 733274), datetime.timedelta(0, 1008, 287106), datetime.timedelta(0, 1017, 470421), datetime.timedelta(0, 1027, 604365), datetime.timedelta(0, 1041, 404400), datetime.timedelta(0, 1052, 57451), datetime.timedelta(0, 1065, 919922), datetime.timedelta(0, 1075, 784320), datetime.timedelta(0, 1087, 348573), datetime.timedelta(0, 1101, 540783)]","[datetime.timedelta(0, 10, 963405), datetime.timedelta(0, 21, 567641), datetime.timedelta(0, 32, 782936), datetime.timedelta(0, 40, 657881), datetime.timedelta(0, 51, 347678), datetime.timedelta(0, 64, 313322), datetime.timedelta(0, 75, 253882), datetime.timedelta(0, 83, 949473), datetime.timedelta(0, 93, 972597), datetime.timedelta(0, 104, 632735), datetime.timedelta(0, 114, 727158), datetime.timedelta(0, 124, 46466), datetime.timedelta(0, 134, 331722), datetime.timedelta(0, 147, 20434), datetime.timedelta(0, 155, 823432), datetime.timedelta(0, 163, 12912), datetime.timedelta(0, 173, 563631), datetime.timedelta(0, 183, 559480), datetime.timedelta(0, 196, 420199), datetime.timedelta(0, 202, 932470), datetime.timedelta(0, 214, 625860), datetime.timedelta(0, 227, 176791), datetime.timedelta(0, 238, 847216), datetime.timedelta(0, 252, 577241), datetime.timedelta(0, 260, 844322), datetime.timedelta(0, 274, 6603), datetime.timedelta(0, 286, 269986), datetime.timedelta(0, 297, 744983), datetime.timedelta(0, 306, 58348), datetime.timedelta(0, 316, 999977), datetime.timedelta(0, 329, 868852), datetime.timedelta(0, 343, 780087), datetime.timedelta(0, 353, 982790), datetime.timedelta(0, 361, 783599), datetime.timedelta(0, 369, 133032), datetime.timedelta(0, 376, 415783), datetime.timedelta(0, 383, 218013), datetime.timedelta(0, 393, 665098), datetime.timedelta(0, 399, 906157), datetime.timedelta(0, 406, 660770), datetime.timedelta(0, 417, 58332), datetime.timedelta(0, 425, 297741), datetime.timedelta(0, 433, 545741), datetime.timedelta(0, 439, 808653), datetime.timedelta(0, 447, 939757), datetime.timedelta(0, 458, 422629), datetime.timedelta(0, 470, 206919), datetime.timedelta(0, 477, 575018), datetime.timedelta(0, 484, 921439), datetime.timedelta(0, 493, 95332), datetime.timedelta(0, 499, 79790), datetime.timedelta(0, 507, 483381), datetime.timedelta(0, 516, 274683), datetime.timedelta(0, 527, 915853), datetime.timedelta(0, 536, 673170), datetime.timedelta(0, 544, 717351), datetime.timedelta(0, 554, 688395), datetime.timedelta(0, 561, 257615), datetime.timedelta(0, 573, 450352), datetime.timedelta(0, 585, 501851), datetime.timedelta(0, 597, 6862), datetime.timedelta(0, 604, 546662), datetime.timedelta(0, 618, 543671), datetime.timedelta(0, 629, 266931), datetime.timedelta(0, 636, 330301), datetime.timedelta(0, 647, 691032), datetime.timedelta(0, 654, 843264), datetime.timedelta(0, 667, 493629), datetime.timedelta(0, 674, 33484), datetime.timedelta(0, 687, 253094), datetime.timedelta(0, 698, 694567), datetime.timedelta(0, 709, 257275), datetime.timedelta(0, 720, 317669), datetime.timedelta(0, 731, 472409), datetime.timedelta(0, 738, 144068), datetime.timedelta(0, 751, 570208), datetime.timedelta(0, 762, 961193), datetime.timedelta(0, 768, 983568), datetime.timedelta(0, 775, 884428), datetime.timedelta(0, 786, 524851), datetime.timedelta(0, 794, 1601), datetime.timedelta(0, 804, 707634), datetime.timedelta(0, 811, 420489), datetime.timedelta(0, 819, 834947), datetime.timedelta(0, 830, 969788)]"
