name,acc,total_time,transmission_time,transmission_volume,transmission_volume_readable,transmission_volume_history,total_time_history,transmission_time_history
Baseline: No Freeze,"[0.1, 0.1726, 0.22399999999999998, 0.26489999999999997, 0.25489999999999996, 0.2969, 0.39020000000000005, 0.34979999999999994, 0.3362, 0.3414, 0.4645, 0.3714, 0.3824, 0.3418, 0.4241, 0.45799999999999996, 0.4339, 0.5104, 0.5489, 0.5203, 0.55, 0.4763, 0.5328, 0.5431, 0.5527000000000001, 0.5106, 0.5889, 0.5999, 0.5698, 0.626, 0.5661999999999999, 0.591, 0.6284000000000001, 0.6045, 0.6314, 0.6033, 0.6586, 0.5867, 0.6446, 0.6375, 0.5818, 0.6592, 0.6595, 0.6812, 0.6112, 0.6606000000000001, 0.6003000000000001, 0.6934999999999999, 0.6787000000000001, 0.6840999999999999, 0.6568999999999999, 0.6567000000000001, 0.7273000000000001, 0.6805, 0.7240000000000001, 0.6727, 0.7131000000000001, 0.688, 0.6964, 0.7014, 0.7456999999999999, 0.6761, 0.6881, 0.7471, 0.7069, 0.7045999999999999, 0.7441, 0.7502, 0.7503, 0.7028, 0.7240000000000001, 0.7295, 0.7805, 0.7637999999999999, 0.7513, 0.7612000000000001, 0.7317, 0.7646, 0.7611, 0.6917, 0.7582, 0.6993, 0.7476999999999999, 0.7587999999999999, 0.7651, 0.7323999999999999, 0.7518, 0.7779, 0.7669, 0.713, 0.7504000000000001, 0.7831, 0.7854000000000001, 0.7759999999999999, 0.7712, 0.7511, 0.7494, 0.7601, 0.769, 0.7512000000000001]",0:18:26.351382,0:13:56.322600,43754273600,5.0937 GB,"[514756160, 1029512320, 1544268480, 2059024640, 2573780800, 3088536960, 3603293120, 4118049280, 4632805440, 5147561600, 5662317760, 6177073920, 6691830080, 7206586240, 7721342400, 8236098560, 8750854720, 9265610880, 9780367040, 10295123200, 10809879360, 11324635520, 11839391680, 12354147840, 12868904000, 13383660160, 13898416320, 14413172480, 14927928640, 15442684800, 15957440960, 16472197120, 16986953280, 17501709440, 18016465600, 18531221760, 19045977920, 19560734080, 20075490240, 20590246400, 21105002560, 21619758720, 22134514880, 22649271040, 23164027200, 23678783360, 24193539520, 24708295680, 25223051840, 25737808000, 26252564160, 26767320320, 27282076480, 27796832640, 28311588800, 28826344960, 29341101120, 29855857280, 30370613440, 30885369600, 31400125760, 31914881920, 32429638080, 32944394240, 33459150400, 33973906560, 34488662720, 35003418880, 35518175040, 36032931200, 36547687360, 37062443520, 37577199680, 38091955840, 38606712000, 39121468160, 39636224320, 40150980480, 40665736640, 41180492800, 41695248960, 42210005120, 42724761280, 43239517440, 43754273600]","[datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0), datetime.timedelta(0)]","[datetime.timedelta(0, 6, 631953), datetime.timedelta(0, 17, 734260), datetime.timedelta(0, 30, 152639), datetime.timedelta(0, 41, 750752), datetime.timedelta(0, 49, 436733), datetime.timedelta(0, 61, 649818), datetime.timedelta(0, 72, 691680), datetime.timedelta(0, 83, 360257), datetime.timedelta(0, 93, 743754), datetime.timedelta(0, 105, 821520), datetime.timedelta(0, 115, 791497), datetime.timedelta(0, 126, 417426), datetime.timedelta(0, 131, 286348), datetime.timedelta(0, 140, 293247), datetime.timedelta(0, 148, 915549), datetime.timedelta(0, 160, 371986), datetime.timedelta(0, 169, 457357), datetime.timedelta(0, 180, 497718), datetime.timedelta(0, 192, 468794), datetime.timedelta(0, 200, 820346), datetime.timedelta(0, 210, 388034), datetime.timedelta(0, 220, 951522), datetime.timedelta(0, 229, 889098), datetime.timedelta(0, 237, 621658), datetime.timedelta(0, 248, 577413), datetime.timedelta(0, 260, 983055), datetime.timedelta(0, 270, 391081), datetime.timedelta(0, 284, 661602), datetime.timedelta(0, 296, 76967), datetime.timedelta(0, 309, 737254), datetime.timedelta(0, 322, 160189), datetime.timedelta(0, 334, 862269), datetime.timedelta(0, 346, 235045), datetime.timedelta(0, 360, 827904), datetime.timedelta(0, 371, 692250), datetime.timedelta(0, 379, 185840), datetime.timedelta(0, 391, 63359), datetime.timedelta(0, 399, 308000), datetime.timedelta(0, 408, 890878), datetime.timedelta(0, 418, 549776), datetime.timedelta(0, 425, 519643), datetime.timedelta(0, 436, 688457), datetime.timedelta(0, 449, 77868), datetime.timedelta(0, 462, 9198), datetime.timedelta(0, 470, 622265), datetime.timedelta(0, 479, 490746), datetime.timedelta(0, 486, 985980), datetime.timedelta(0, 494, 873311), datetime.timedelta(0, 501, 526705), datetime.timedelta(0, 511, 778907), datetime.timedelta(0, 522, 70469), datetime.timedelta(0, 527, 780474), datetime.timedelta(0, 535, 260381), datetime.timedelta(0, 541, 361644), datetime.timedelta(0, 550, 401530), datetime.timedelta(0, 563, 823752), datetime.timedelta(0, 571, 627496), datetime.timedelta(0, 578, 971026), datetime.timedelta(0, 586, 301425), datetime.timedelta(0, 594, 780572), datetime.timedelta(0, 603, 787565), datetime.timedelta(0, 608, 816552), datetime.timedelta(0, 614, 296381), datetime.timedelta(0, 624, 231494), datetime.timedelta(0, 634, 879898), datetime.timedelta(0, 640, 908800), datetime.timedelta(0, 653, 555613), datetime.timedelta(0, 662, 28188), datetime.timedelta(0, 671, 226737), datetime.timedelta(0, 681, 809605), datetime.timedelta(0, 693, 502748), datetime.timedelta(0, 703, 896936), datetime.timedelta(0, 716, 801893), datetime.timedelta(0, 724, 245688), datetime.timedelta(0, 735, 857830), datetime.timedelta(0, 742, 309349), datetime.timedelta(0, 756, 168772), datetime.timedelta(0, 768, 71742), datetime.timedelta(0, 777, 985771), datetime.timedelta(0, 789, 209538), datetime.timedelta(0, 798, 276266), datetime.timedelta(0, 805, 589136), datetime.timedelta(0, 819, 788088), datetime.timedelta(0, 830, 46322), datetime.timedelta(0, 836, 322600)]"
