58.54,56.38,49.52,59.23,67.06,63.69,63.57,66.64,69.2,56.5,64.72,68.93,71.14,71.1,64.93,74.57,70.42,75.92,75.93,72.4,75.23,72.07,74.22,76.72,70.05,69.41,80.12,77.73,71.74,79.47,77.31,77.77,76.33,75.05,79.18,75.1,77.97,81.86,75.3,78.43,77.78,81.21,80.22,76.8,80.8,76.98,78.56,76.12,80.96,80.22,79.5,79.79,79.47,78.78,78.78,82.22,80.06,79.68,79.23,79.94,81.99,79.4,78.81,77.85,80.98,83.77,80.88,82.97,77.64,81.46,80.95,81.47,80.9,80.78,80.78,77.27,80.44,79.46,82.36,83.76,81.38,82.81,78.53,79.72,80.17
57.93,57.97,49.86,60.58,66.85,63.86,64.3,67.57,71.38,60.64,65.56,69.15,71.32,71.09,65.9,74.75,71.1,75.91,76.74,72.2,75.96,73.52,75.14,77.1,70.69,67.65,79.69,79.47,71.48,79.71,78.37,77.78,76.31,76.43,79.87,76.14,78.56,81.91,77.1,79.03,78.79,80.73,80.66,77.78,81.98,78.86,79.51,77.5,80.39,81.01,80.26,80.6,79.85,79.96,79.09,82.78,81.58,80.57,80.62,81.17,82.4,79.79,80.74,79.36,82.61,83.56,83.11,84.2,81.72,81.22,81.85,81.7,81.4,81.47,81.64,78.94,78.81,81.11,82.31,83.82,83.71,81.41,82.92,80.54,81.37
